# Proj2026 Q3 benchmark  Feller: 20*kappa*theta > sigma^2
# Exact (BK) dt=0.001 n_steps=1000 | Euler dt=0.001 n=1000 | almost fine dt=0.001 n=1000 | almost coarse dt=0.0333333 n=30
# paths=262144 rho=-0.7  err_* = mean_* - mean_exact (MC reference)
id,kappa,theta,sigma,feller_gap,ms_exact,ms_euler,ms_almost_dt1000,ms_almost_dt1_30,mean_exact,mean_euler,mean_almost_1000,mean_almost_30,err_euler,err_almost_1000,err_almost_30
329,7.17143,0.36,0.228571,51.582,249.156,4.21965,253.352,18.3286,0.22295184,0.22261401,0.22436158,0.28798735,-0.00033783913,0.0014097393,0.065035507
330,7.17143,0.36,0.357143,51.5067,434.295,3.66182,443.173,15.8106,0.21858786,0.22215107,0.22237755,0.26092061,0.0035632104,0.0037896931,0.042332754
331,7.17143,0.36,0.485714,51.3984,637.895,3.64954,645.911,13.7095,0.19810714,0.2218575,0.20313309,0.24931969,0.023750365,0.0050259531,0.051212549
332,7.17143,0.36,0.614286,51.2569,541.235,3.64064,548.622,8.0601,0.21007332,0.21978422,0.21345252,0.24321964,0.009710893,0.0033791959,0.033146322
333,7.17143,0.36,0.742857,51.0824,541.099,3.64819,543.652,4.14099,0.21073866,0.22021766,0.21196924,0.23560494,0.0094790012,0.0012305826,0.024866283
334,7.17143,0.36,0.871429,50.8749,539.126,3.63507,544.075,3.9977,0.21485046,0.21850093,0.21679659,0.23351175,0.0036504716,0.0019461364,0.01866129
335,7.17143,0.36,1,50.6343,539.89,3.64544,547.189,3.98051,0.2158353,0.21875502,0.21524878,0.22885567,0.0029197186,-0.00058652461,0.013020366
336,7.17143,0.43,0.1,61.6643,160.401,4.58912,164.944,20.7919,0.24151994,0.2431421,0.24892946,0.46993008,0.0016221553,0.007409513,0.22841014
337,7.17143,0.43,0.228571,61.622,247.688,4.21894,254.743,18.4648,0.24067721,0.2442292,0.24579017,0.33008191,0.0035519898,0.0051129609,0.089404702
338,7.17143,0.43,0.357143,61.5467,310.751,3.84102,314.585,16.3209,0.24072428,0.24093588,0.23947904,0.29454109,0.00021159649,-0.0012452453,0.05381681
339,7.17143,0.43,0.485714,61.4384,669.17,3.62992,677.144,14.8524,0.21953136,0.23879845,0.21938314,0.27401298,0.019267097,-0.00014822185,0.054481626
340,7.17143,0.43,0.614286,61.2969,549.724,3.62291,556.952,10.8095,0.22854245,0.23930733,0.22861658,0.26656199,0.010764882,7.4133277e-05,0.038019538
341,7.17143,0.43,0.742857,61.1224,541.423,3.6311,547,4.65446,0.21510303,0.23755112,0.22949857,0.26039946,0.022448093,0.014395535,0.045296431
342,7.17143,0.43,0.871429,60.9149,542.771,3.628,542.272,4.02422,0.22303365,0.23867576,0.22951777,0.25446746,0.015642107,0.0064841211,0.031433806
343,7.17143,0.43,1,60.6743,542.547,3.62304,542.669,4.02422,0.22128817,0.2367263,0.22694704,0.25101236,0.015438125,0.005658865,0.029724181
344,7.17143,0.5,0.1,71.7043,161.146,4.5345,165.383,20.2506,0.26037994,0.25978878,0.26534268,0.55944103,-0.00059115887,0.0049627423,0.29906109
345,7.17143,0.5,0.228571,71.662,247.263,4.22038,251.724,18.4792,0.25969303,0.25872016,0.2639654,0.36961699,-0.00097286701,0.0042723715,0.10992396
346,7.17143,0.5,0.357143,71.5867,284.393,3.91594,290.237,17.1765,0.25815862,0.25875023,0.25967348,0.32698205,0.0005916059,0.001514852,0.068823427
347,7.17143,0.5,0.485714,71.4784,645.776,3.64794,651.398,14.9905,0.2398573,0.25738376,0.24172868,0.29879603,0.017526463,0.0018713772,0.058938727
348,7.17143,0.5,0.614286,71.3369,578.041,3.6327,585.808,12.1934,0.23977678,0.25646123,0.24102327,0.28907076,0.016684458,0.001246497,0.04929398
349,7.17143,0.5,0.742857,71.1624,543.035,3.64461,544.379,7.20531,0.2433178,0.25582826,0.24213225,0.28362173,0.012510464,-0.0011855513,0.040303931
350,7.17143,0.5,0.871429,70.9549,540.438,3.64246,545.74,4.07155,0.24287935,0.25467667,0.23970929,0.27730313,0.011797324,-0.0031700581,0.034423783
351,7.17143,0.5,1,70.7143,540.352,3.63386,544.714,4.05408,0.25431684,0.25450686,0.251304,0.27473614,0.00019001961,-0.003012836,0.0204193
352,8.58571,0.01,0.1,1.70714,504.345,3.66054,502.708,13.4712,0.054990094,0.05678067,0.053584818,0.020416185,0.0017905757,-0.0014052764,-0.034573909
353,8.58571,0.01,0.228571,1.6649,543.025,3.6433,547.901,2.6792,0.054960322,0.056508806,0.054289412,0.037110411,0.001548484,-0.00067090988,-0.017849911
354,8.58571,0.01,0.357143,1.58959,540.855,3.69584,544.811,4.00979,0.055206668,0.056127865,0.055033442,0.042359587,0.00092119724,-0.000173226,-0.012847081
355,8.58571,0.01,0.485714,1.48122,525.48,3.95264,536.013,12.055,0.055787563,0.055221945,0.053960577,0.04553473,-0.00056561828,-0.0018269867,-0.010252833
356,8.58571,0.01,0.614286,1.3398,511.682,4.27478,522.955,12.6017,0.054696992,0.055049926,0.053263314,0.046409838,0.000352934,-0.001433678,-0.0082871541
357,8.58571,0.01,0.742857,1.16531,486.947,4.48362,499.095,12.821,0.05337261,0.055017706,0.052983988,0.04703163,0.0016450956,-0.00038862228,-0.0063409805
358,8.58571,0.01,0.871429,0.957755,463.099,4.56704,471.376,13.1031,0.052639656,0.055015884,0.052357543,0.046831354,0.0023762286,-0.00028211251,-0.0058083013
359,8.58571,0.01,1,0.717143,439.521,4.64691,447.851,13.2207,0.051544793,0.055019617,0.050976492,0.046780083,0.0034748241,-0.00056830049,-0.0047647096
360,8.58571,0.08,0.1,13.7271,159.078,4.49741,164.323,20.3551,0.11371572,0.11385024,0.11384148,0.1016016,0.00013452023,0.00012575835,-0.012114123
361,8.58571,0.08,0.228571,13.6849,679.542,3.64861,685.017,15.6272,0.10133134,0.11314479,0.10497737,0.10775249,0.011813454,0.003646031,0.0064211488
362,8.58571,0.08,0.357143,13.6096,535.694,3.6304,543.111,4.01248,0.1139298,0.11345679,0.11156577,0.10799927,-0.00047300756,-0.002364032,-0.0059305355
363,8.58571,0.08,0.485714,13.5012,543.851,3.6327,544.075,3.93379,0.11389283,0.11242132,0.11076066,0.10893352,-0.001471512,-0.0031321719,-0.0049593151
364,8.58571,0.08,0.614286,13.3598,540.413,3.64899,549.329,3.95008,0.11475855,0.1115944,0.11193305,0.10912751,-0.0031641498,-0.0028254986,-0.0056310371
365,8.58571,0.08,0.742857,13.1853,548.958,3.66592,554.16,4.00179,0.10969771,0.11166287,0.1113381,0.10919278,0.0019651577,0.0016403869,-0.0005049333
366,8.58571,0.08,0.871429,12.9778,548.988,3.6905,557.437,4.10829,0.10948402,0.11035877,0.1107702,0.10857952,0.00087475777,0.0012861788,-0.00090449303
367,8.58571,0.08,1,12.7371,536.994,3.69718,541.243,4.11843,0.10962022,0.10896163,0.11023096,0.10713907,-0.00065859407,0.00061073899,-0.0024811551
368,8.58571,0.15,0.1,25.7471,159.185,4.52656,166.201,20.2661,0.15097402,0.15115975,0.15224551,0.18732205,0.00018572807,0.0012714863,0.03634803
369,8.58571,0.15,0.228571,25.7049,345.597,3.79558,348.448,16.9875,0.14888696,0.15031433,0.1490244,0.16364227,0.0014273673,0.00013743341,0.014755309
370,8.58571,0.15,0.357143,25.6296,548.01,3.63315,557.367,12.1078,0.13535421,0.14914069,0.13670602,0.15463789,0.01378648,0.0013518184,0.019283682
371,8.58571,0.15,0.485714,25.5212,539.966,3.65494,546.493,4.03818,0.14932381,0.14857142,0.14269137,0.15252079,-0.00075238943,-0.0066324323,0.0031969845
372,8.58571,0.15,0.614286,25.3798,542.789,3.64541,544.459,3.97517,0.14068827,0.14809445,0.14695685,0.1509257,0.0074061751,0.0062685758,0.010237426
373,8.58571,0.15,0.742857,25.2053,538.833,3.65994,544.238,3.94906,0.15062779,0.14770822,0.14830576,0.14951713,-0.0029195696,-0.002322033,-0.001110658
374,8.58571,0.15,0.871429,24.9978,541.655,3.65005,553.315,4.0048,0.14229712,0.14686668,0.14443183,0.14919122,0.0045695603,0.0021347106,0.0068940967
375,8.58571,0.15,1,24.7571,548.665,3.66246,559.028,4.05811,0.14352562,0.14562006,0.1476717,0.14608875,0.0020944476,0.0041460842,0.0025631338
376,8.58571,0.22,0.1,37.7671,161.626,4.63053,165.2,20.5226,0.1795807,0.17989817,0.18155964,0.25907314,0.00031746924,0.0019789338,0.079492435
377,8.58571,0.22,0.228571,37.7249,254.475,4.15757,259.076,18.1091,0.17925742,0.17833748,0.17797685,0.21272637,-0.00091993809,-0.001280576,0.033468947
378,8.58571,0.22,0.357143,37.6496,678.456,3.63715,687.444,15.0503,0.15914232,0.17718305,0.1608583,0.19858545,0.018040732,0.0017159879,0.039443135
379,8.58571,0.22,0.485714,37.5412,540.721,3.62928,547.456,7.26042,0.16236314,0.17685369,0.16796574,0.19149515,0.014490545,0.0056025982,0.029132009
380,8.58571,0.22,0.614286,37.3998,543.738,3.63648,544.438,4.0544,0.17614786,0.17725056,0.17161906,0.18737829,0.0011027008,-0.0045288056,0.011230424
381,8.58571,0.22,0.742857,37.2253,538.76,3.63328,546.949,3.97536,0.16875565,0.17601985,0.1750146,0.18524167,0.0072641969,0.0062589496,0.016486019
382,8.58571,0.22,0.871429,37.0178,542.775,3.66013,542.187,3.98643,0.17049292,0.17396399,0.17272311,0.18343975,0.0034710765,0.0022301972,0.012946829
383,8.58571,0.22,1,36.7771,542.506,3.66182,547.169,4.00243,0.18163905,0.17429739,0.17538001,0.18063946,-0.0073416531,-0.006259039,-0.00099958479
384,8.58571,0.29,0.1,49.7872,161.698,4.69875,165.9,20.7635,0.20298821,0.20286211,0.20732802,0.34233153,-0.00012609363,0.0043398142,0.13934332
385,8.58571,0.29,0.228571,49.7449,250.851,4.23046,255.098,18.3721,0.20282282,0.20195703,0.20578276,0.25884515,-0.00086578727,0.0029599369,0.056022331
386,8.58571,0.29,0.357143,49.6696,606.026,3.66954,616.508,15.6161,0.19144312,0.20356482,0.1967033,0.24222495,0.012121707,0.0052601844,0.050781831
387,8.58571,0.29,0.485714,49.5612,553.58,3.6297,558.826,11.7989,0.18686375,0.20257995,0.18887803,0.22573331,0.015716195,0.0020142794,0.03886956
388,8.58571,0.29,0.614286,49.4198,540.06,3.6328,544.132,3.92067,0.1987716,0.20083594,0.19085418,0.22080734,0.0020643473,-0.0079174191,0.022035748
389,8.58571,0.29,0.742857,49.2453,541.006,3.63536,545.161,3.97286,0.20097023,0.20172635,0.19122566,0.21497557,0.00075611472,-0.0097445697,0.014005333
390,8.58571,0.29,0.871429,49.0378,541.104,3.6465,546.488,3.98358,0.18843855,0.20061244,0.19470845,0.21161689,0.012173891,0.006269902,0.023178339
391,8.58571,0.29,1,48.7971,543.788,3.64803,543.857,3.96294,0.19298199,0.19812587,0.19851142,0.21019006,0.0051438808,0.0055294335,0.01720807
392,8.58571,0.36,0.1,61.8072,161.705,4.6288,165.831,20.428,0.22575937,0.22448151,0.23200415,0.43622378,-0.001277864,0.0062447786,0.2104644
393,8.58571,0.36,0.228571,61.7649,249.293,4.17968,256.254,18.7716,0.22421668,0.22576112,0.22861525,0.30737579,0.0015444309,0.0043985695,0.083159104
394,8.58571,0.36,0.357143,61.6896,390.844,3.73907,398.262,15.8309,0.22301148,0.22396128,0.22449815,0.27435106,0.00094980001,0.001486674,0.051339582
395,8.58571,0.36,0.485714,61.5812,629.066,3.63597,638.76,13.7931,0.20934314,0.22158004,0.20308556,0.25680956,0.012236908,-0.0062575787,0.047466427
396,8.58571,0.36,0.614286,61.4398,541.084,3.62742,544,7.5649,0.21158515,0.22362973,0.20923071,0.25089738,0.012044579,-0.0023544431,0.039312229
397,8.58571,0.36,0.742857,61.2653,539.931,3.63926,546.428,4.02227,0.20560212,0.22290048,0.21583676,0.24354376,0.017298356,0.010234639,0.037941635
398,8.58571,0.36,0.871429,61.0578,542.313,3.65568,542.089,3.99149,0.21094655,0.22092184,0.21846151,0.23840423,0.0099752992,0.0075149685,0.027457684
399,8.58571,0.36,1,60.8172,542.726,3.63584,543.806,3.97907,0.21655411,0.22122066,0.21152495,0.2360332,0.0046665519,-0.0050291568,0.019479096
400,8.58571,0.43,0.1,73.8271,161.044,4.6281,166.293,20.4761,0.24506198,0.24492697,0.24983504,0.5357489,-0.00013500452,0.0047730654,0.29068692
401,8.58571,0.43,0.228571,73.7849,247.718,4.12877,253.964,18.518,0.24409054,0.2454685,0.24538536,0.34740728,0.0013779551,0.0012948215,0.10331674
402,8.58571,0.43,0.357143,73.7096,295.072,3.91782,300.874,17.1808,0.24186312,0.2432605,0.24347536,0.30809423,0.0013973862,0.001612246,0.066231117
403,8.58571,0.43,0.485714,73.6012,672.319,3.63213,678.875,14.6955,0.23241763,0.24326082,0.22106613,0.28873464,0.010843188,-0.011351496,0.056317016
404,8.58571,0.43,0.614286,73.4598,545.87,3.6328,550.239,10.6144,0.21829586,0.24258949,0.22761406,0.27703586,0.024293631,0.0093182027,0.058740005
405,8.58571,0.43,0.742857,73.2853,540.078,3.63139,546.631,3.75597,0.23354818,0.24144153,0.22952531,0.27088425,0.0078933537,-0.0040228665,0.037336066
406,8.58571,0.43,0.871429,73.0778,543.12,3.64426,543.182,4.01408,0.22784519,0.24332631,0.23366746,0.26443872,0.015481114,0.0058222711,0.036593527
407,8.58571,0.43,1,72.8372,542.712,3.63411,543.404,4.01107,0.24374218,0.24126658,0.23102601,0.2596252,-0.0024756044,-0.012716174,0.015883014
408,8.58571,0.5,0.1,85.8471,160.336,4.52586,165.237,20.2527,0.26176536,0.26330212,0.27123463,0.64423531,0.0015367568,0.0094692707,0.38246995
409,8.58571,0.5,0.228571,85.8049,247.426,4.19021,251.851,18.5515,0.26191288,0.26263869,0.26680216,0.39305952,0.00072580576,0.0048892796,0.13114664
410,8.58571,0.5,0.357143,85.7296,273.527,3.95994,283.073,17.0655,0.25917658,0.26352298,0.26192844,0.33634636,0.0043464005,0.002751857,0.077169776
411,8.58571,0.5,0.485714,85.6212,641.895,3.64752,647.614,15.0114,0.24018423,0.26094419,0.24221332,0.31381464,0.020759955,0.0020290911,0.073630407
412,8.58571,0.5,0.614286,85.4798,569.3,3.6511,576.077,12.6958,0.22867535,0.25956497,0.23766227,0.30234143,0.030889615,0.0089869201,0.073666081
413,8.58571,0.5,0.742857,85.3053,538.259,3.64746,545.464,6.4105,0.25350878,0.26111796,0.24064897,0.29470029,0.0076091886,-0.012859806,0.041191518
414,8.58571,0.5,0.871429,85.0978,539.737,3.63293,543.68,4.04742,0.23791532,0.26019758,0.24849398,0.28763607,0.022282258,0.010578662,0.049720749
415,8.58571,0.5,1,84.8571,538.524,3.62704,543.642,3.97952,0.24729271,0.25944975,0.25074732,0.28277808,0.012157038,0.0034546107,0.035485372
416,10,0.01,0.1,1.99,502.727,3.66752,507.968,12.4483,0.053886391,0.054639291,0.051484063,0.015206847,0.0007528998,-0.002402328,-0.038679544
417,10,0.01,0.228571,1.94776,541.534,3.64618,544.856,2.90278,0.055172555,0.054536667,0.053142451,0.032497328,-0.00063588843,-0.0020301044,-0.022675227
418,10,0.01,0.357143,1.87245,536.669,3.69664,546.486,3.98746,0.054669179,0.054187614,0.054118726,0.039493855,-0.00048156455,-0.00055045262,-0.015175324
419,10,0.01,0.485714,1.76408,521.405,3.89786,531.493,12.2388,0.053175092,0.053421874,0.053282838,0.042008959,0.00024678186,0.00010774657,-0.011166133
420,10,0.01,0.614286,1.62265,507.357,4.25779,514.627,12.6215,0.053519957,0.052747905,0.052225333,0.043882187,-0.00077205151,-0.0012946241,-0.0096377693
421,10,0.01,0.742857,1.44816,483.549,4.26394,491.261,12.9934,0.051873583,0.053018067,0.052340694,0.044462699,0.0011444837,0.00046711043,-0.0074108839
422,10,0.01,0.871429,1.24061,458.076,4.71504,467.626,13.1484,0.051429357,0.05292587,0.051638961,0.044973165,0.0014965124,0.00020960346,-0.0064561926
423,10,0.01,1,1,433.611,4.80883,443.282,13.2403,0.050327502,0.053536069,0.050227653,0.044890102,0.0032085665,-9.9848956e-05,-0.0054374002
424,10,0.08,0.1,15.99,157.567,4.54733,162.968,20.1209,0.113653,0.11330223,0.11285266,0.10138243,-0.00035077333,-0.00080034137,-0.012270577
425,10,0.08,0.228571,15.9478,663.438,5.69565,672.189,15.9847,0.10834994,0.11329962,0.10493716,0.10445753,0.0049496815,-0.0034127831,-0.0038924068
426,10,0.08,0.357143,15.8725,537.26,3.62928,542.295,3.98013,0.11353634,0.11283484,0.10514267,0.10834399,-0.00070150197,-0.0083936751,-0.0051923543
427,10,0.08,0.485714,15.7641,538.296,3.62592,543.554,3.94486,0.10986979,0.11186396,0.11331402,0.10808472,0.0019941702,0.003444232,-0.0017850623
428,10,0.08,0.614286,15.6227,543.308,3.62496,542.614,3.92093,0.10932715,0.11152674,0.11115656,0.10769861,0.0021995828,0.0018294081,-0.0016285405
429,10,0.08,0.742857,15.4482,544.95,3.6608,554.408,4.00867,0.11024179,0.11148214,0.1106665,0.10859248,0.0012403503,0.0004247129,-0.0016493052
430,10,0.08,0.871429,15.2406,546.9,3.6889,556.169,4.08986,0.11171228,0.11060973,0.11082816,0.10814665,-0.0011025518,-0.00088412315,-0.0035656318
431,10,0.08,1,15,540.977,3.69459,547.582,4.12435,0.10934547,0.11049162,0.1090572,0.10743425,0.0011461526,-0.00028826296,-0.0019112155
432,10,0.15,0.1,29.99,159.755,4.63437,163.41,20.5171,0.15017702,0.15096752,0.15145728,0.18900506,0.0007905066,0.0012802631,0.038828045
433,10,0.15,0.228571,29.9478,316.397,3.8441,320.879,17.3302,0.14931297,0.15040383,0.15075088,0.16346772,0.0010908544,0.0014379025,0.014154747
434,10,0.15,0.357143,29.8725,542.521,3.63133,548.192,11.7384,0.13595179,0.1502092,0.14081129,0.16027053,0.014257416,0.0048595071,0.02431874
435,10,0.15,0.485714,29.7641,537.131,3.6311,546.835,4.01411,0.14069605,0.14947993,0.14503956,0.15509638,0.0087838769,0.0043435097,0.014400333
436,10,0.15,0.614286,29.6227,538.849,3.6393,542.318,3.93571,0.14162166,0.14939518,0.14690648,0.15325345,0.0077735186,0.005284816,0.011631787
437,10,0.15,0.742857,29.4482,542.358,3.66182,542.317,3.9392,0.14949702,0.14766499,0.14459486,0.15214325,-0.0018320233,-0.0049021542,0.0026462376
438,10,0.15,0.871429,29.2406,542.9,3.65562,546.983,3.99277,0.14238936,0.14836486,0.14732915,0.15004894,0.0059754997,0.0049397945,0.0076595843
439,10,0.15,1,29,545.846,3.66579,550.701,4.04765,0.14401992,0.14866059,0.14626652,0.14872824,0.0046406686,0.0022466034,0.0047083199
440,10,0.22,0.1,43.99,159.923,4.53581,165.814,20.2588,0.17990614,0.17936584,0.18167393,0.28386763,-0.0005403012,0.0017677844,0.10396148
441,10,0.22,0.228571,43.9478,252.063,4.09395,259.366,17.9866,0.17983471,0.17914934,0.18051811,0.22013672,-0.00068536401,0.00068339705,0.040302008
442,10,0.22,0.357143,43.8725,678.306,3.63091,684.354,15.3028,0.16259672,0.17932875,0.16463239,0.20021963,0.016732037,0.0020356774,0.037622914
443,10,0.22,0.485714,43.7641,537.897,3.64272,543.635,6.32224,0.17738539,0.17962132,0.1670132,0.19470589,0.0022359341,-0.010372192,0.017320499
444,10,0.22,0.614286,43.6227,541.595,3.63632,545.077,3.99376,0.16548152,0.17814758,0.17172635,0.191687,0.012666062,0.0062448233,0.02620548
445,10,0.22,0.742857,43.4482,538.714,3.64582,545.567,3.93994,0.16826795,0.17843996,0.17961825,0.18742278,0.010172009,0.011350304,0.019154832
446,10,0.22,0.871429,43.2406,541.706,3.62854,542.087,3.94358,0.17096968,0.17669855,0.17501298,0.18719532,0.0057288706,0.004043296,0.016225636
447,10,0.22,1,43,544.588,3.64426,545.626,3.95258,0.17728776,0.17591336,0.17225416,0.18383537,-0.0013743937,-0.0050335974,0.0065476149
448,10,0.29,0.1,57.99,159.41,4.54419,164.938,20.1182,0.20426767,0.20566133,0.20921035,0.38514441,0.0013936609,0.0049426854,0.18087675
449,10,0.29,0.228571,57.9478,248.817,4.1345,254.83,18.3016,0.20496254,0.20448233,0.20745267,0.26995435,-0.00048020482,0.002490133,0.064991817
450,10,0.29,0.357143,57.8725,599.23,3.66067,603.566,15.7319,0.1981245,0.20412779,0.19676647,0.24605903,0.0060032904,-0.0013580322,0.047934532
451,10,0.29,0.485714,57.7641,547.886,3.63786,553.056,11.604,0.18480814,0.20474049,0.18894885,0.22906962,0.019932359,0.0041407198,0.044261485
452,10,0.29,0.614286,57.6227,541.813,3.62899,544.213,4.06419,0.18666051,0.20301162,0.19484502,0.2257711,0.016351104,0.0081845075,0.039110586
453,10,0.29,0.742857,57.4482,539.687,3.63725,545.059,3.96848,0.19045095,0.20262206,0.19497691,0.22136989,0.012171105,0.0045259595,0.030918941
454,10,0.29,0.871429,57.2406,540.809,3.65133,544.71,3.95776,0.19808914,0.20259798,0.19756529,0.21558541,0.0045088381,-0.00052385032,0.017496273
455,10,0.29,1,57,540.842,3.63126,542.865,3.96653,0.20484741,0.20033605,0.19961901,0.21391985,-0.0045113564,-0.0052284002,0.0090724379
456,10,0.36,0.1,71.99,161.757,4.52106,165.575,20.5186,0.22578603,0.226944,0.23448157,0.49636972,0.0011579692,0.0086955428,0.27058369
457,10,0.36,0.228571,71.9478,248.692,4.14925,252.643,18.5082,0.22640996,0.22811721,0.22949292,0.32836461,0.0017072558,0.0030829608,0.10195465
458,10,0.36,0.357143,71.8725,357.802,3.77245,366.127,16.1787,0.22452062,0.2273643,0.2270066,0.28305557,0.002843678,0.0024859756,0.05853495
459,10,0.36,0.485714,71.7641,620.361,3.63315,633.217,14.114,0.20716907,0.22480167,0.20579055,0.26455548,0.017632604,-0.0013785213,0.057386413
460,10,0.36,0.614286,71.6227,540.654,3.63315,547.487,6.656,0.20272429,0.22473931,0.21033002,0.25745699,0.02201502,0.0076057315,0.054732695
461,10,0.36,0.742857,71.4482,542.411,3.64544,545.113,3.99782,0.20925343,0.22390014,0.21713077,0.25101551,0.014646709,0.007877335,0.041762084
462,10,0.36,0.871429,71.2406,541.039,3.63782,545.919,4.00998,0.21089229,0.22373545,0.21888012,0.24417926,0.012843162,0.0079878271,0.033286974
463,10,0.36,1,71,542.509,3.64749,542.521,3.96,0.22316812,0.22238715,0.21478055,0.24213003,-0.00078096986,-0.0083875656,0.018961906
464,10,0.43,0.1,85.99,162.402,4.52227,165.53,20.4436,0.24770924,0.24531996,0.25541914,0.60882223,-0.002389282,0.0077098906,0.36111298
465,10,0.43,0.228571,85.9478,248.525,4.13936,252.19,18.3009,0.24436581,0.24637713,0.25191137,0.37274322,0.002011314,0.0075455606,0.12837741
466,10,0.43,0.357143,85.8725,283.801,3.96048,289.483,17.2667,0.24485821,0.24618645,0.24538732,0.32723093,0.0013282448,0.00052911043,0.082372725
467,10,0.43,0.485714,85.7641,679.813,3.62954,683.068,15.1696,0.23117231,0.24478224,0.22989966,0.30257344,0.013609931,-0.0012726486,0.071401134
468,10,0.43,0.614286,85.6227,542.657,3.62678,547.28,10.2277,0.22711232,0.24295914,0.22675227,0.2891255,0.015846819,-0.00036005676,0.062013179
469,10,0.43,0.742857,85.4482,540.686,3.64134,547.186,4.09357,0.24107002,0.24502085,0.23026894,0.27692312,0.0039508343,-0.010801077,0.035853103
470,10,0.43,0.871429,85.2406,542.499,3.63046,542.885,3.98013,0.22658287,0.24346751,0.2343547,0.27069432,0.01688464,0.0077718347,0.044111446
471,10,0.43,1,85,544.346,3.63725,544.088,3.97238,0.24681391,0.24384579,0.23714921,0.26521158,-0.0029681176,-0.0096646994,0.018397674
472,10,0.5,0.1,99.99,161.635,4.68973,166.111,20.8026,0.26579672,0.26674423,0.27344286,0.74870968,0.00094750524,0.0076461434,0.48291296
473,10,0.5,0.228571,99.9478,248.259,4.19229,254.738,18.6887,0.26357424,0.26462662,0.26787755,0.42420653,0.0010523796,0.0043033063,0.16063228
474,10,0.5,0.357143,99.8725,268.387,4.04195,273.918,17.2605,0.26122075,0.26345235,0.26507336,0.36269787,0.0022315979,0.0038526058,0.10147712
475,10,0.5,0.485714,99.7641,640.675,3.66666,644.965,15.0426,0.25148386,0.26222035,0.24631937,0.32443473,0.010736495,-0.0051644892,0.07295087
476,10,0.5,0.614286,99.6227,562.044,3.63725,567.873,12.4693,0.2413272,0.26259914,0.24115595,0.3165313,0.021271944,-0.00017124414,0.075204104
477,10,0.5,0.742857,99.4482,542.306,3.64954,544.366,5.42294,0.2357887,0.26411504,0.24898598,0.30321878,0.028326333,0.013197273,0.067430079
478,10,0.5,0.871429,99.2406,539.914,3.62954,544.823,4.0407,0.26123163,0.2594699,0.25495794,0.29537189,-0.0017617345,-0.0062736869,0.034140259
479,10,0.5,1,99,540.04,3.63936,546.161,3.96112,0.2404601,0.26235417,0.25410849,0.29002619,0.021894068,0.013648391,0.04956609
